isoform,length,plddt,class,seqence identity,tm-score,helix,sheet,loop,surface charge,radius of gyration,high id low tm,charge positive,charge negative,radius positive,radius negative,ptm added,ptm buried to exposed,ptm exposed to buried,ptm missed,ptm added(curated),ptm buried to exposed(curated),ptm exposed to buried(curated),ptm missed(curated)
P35503-3,445,90.83973034,high,81.83520599,0.894692505,0.48988764,0.134831461,0.375280899,0,25.01134723,na,na,na,na,na,0,0,0,1,0,0,0,0
Q8IXQ5-5,538,90.8370632,high,91.80887372,0.922244859,0.328996283,0.243494424,0.427509294,-11,31.07340121,na,na,na,na,na,0,0,0,2,0,0,0,0
Q96BD8-2,209,90.83267943,high,81.56862745,0.467930462,0.751196172,0.057416268,0.19138756,3,38.75943511,TRUE,na,na,na,na,0,1,0,3,0,0,0,0
P63092-4,395,90.83017722,high,99.74683544,0.978145953,0.564556962,0.106329114,0.329113924,-6,25.97628534,na,na,na,na,na,0,0,0,0,0,0,0,0
P13928-2,141,90.82567376,high,41.89602446,0.622714803,0.723404255,0,0.276595745,2,17.76191635,na,na,na,na,na,0,0,0,10,0,0,0,0
P20839-2,489,90.81920245,high,95.13618677,0.944555119,0.36809816,0.167689162,0.464212679,-4,26.20179898,na,na,na,na,na,0,0,0,0,0,0,0,0
Q6TCH4-4,320,90.8176875,high,93.02325581,0.929379672,0.765625,0,0.234375,3,21.32483668,na,na,na,na,na,0,0,0,0,0,0,0,0
Q8N945-3,177,90.81186441,high,93.65079365,0.946299979,0.288135593,0.440677966,0.271186441,3,17.65455874,na,na,na,na,na,0,0,0,0,0,0,0,0
Q9UIR0-5,178,90.80960674,high,39.12087912,0.676990457,0.06741573,0.533707865,0.398876404,-10,23.65279915,na,na,na,na,na,0,0,0,6,0,0,0,0
O75689-2,385,90.80890909,high,91.2371134,0.968419913,0.34025974,0.27012987,0.38961039,12,24.84620486,na,na,na,na,na,0,0,0,0,0,0,0,0
Q15257-4,281,90.80640569,high,78.49162011,0.85699774,0.580071174,0,0.419928826,-2,22.10433964,na,na,na,na,na,0,0,0,5,0,0,0,0
Q7Z3B4-2,291,90.80505155,high,57.3964497,0.498393984,0.628865979,0.140893471,0.23024055,-5,27.91966413,na,na,na,na,na,0,0,0,5,0,0,0,0
P62913-2,177,90.8040113,high,99.43820225,0.992525525,0.361581921,0.225988701,0.412429379,11,19.24733508,na,na,na,na,na,0,0,1,0,0,0,0,0
Q9NSP4-4,107,90.79990654,high,58.33333333,0.764146052,0.280373832,0.252336449,0.46728972,0,14.36856018,na,na,na,na,na,0,0,0,1,0,0,0,0
Q6DKJ4-3,327,90.79853211,high,72.37442922,0.848329221,0.415902141,0.152905199,0.431192661,-16,21.8820505,na,na,na,na,na,0,0,0,1,0,0,0,0
P63151-2,457,90.79824945,high,97.37417943,0.984876412,0.076586433,0.41356674,0.509846827,-7,25.53202041,na,na,na,na,na,0,0,1,0,0,0,0,0
P49961-4,372,90.78680108,high,72.94117647,0.72326853,0.456989247,0.139784946,0.403225806,-8,30.7386138,na,na,na,na,na,0,0,0,2,0,0,0,0
P51398-2,357,90.78277311,high,89.69849246,0.93046602,0.473389356,0.131652661,0.394957983,11,22.17425899,na,na,na,na,na,0,0,0,2,0,0,0,1
O43708-3,174,90.78045977,high,80.55555556,0.883053769,0.522988506,0.086206897,0.390804598,3,16.91988531,na,na,na,na,na,0,0,0,0,0,0,0,0
Q9BY41-4,286,90.7784965,high,75.86206897,0.74995697,0.398601399,0.101398601,0.5,-5,22.32205944,na,na,na,na,na,0,0,0,1,0,0,0,0
P05091-2,470,90.76976596,high,90.90909091,0.94022456,0.346808511,0.204255319,0.44893617,-3,24.35005788,na,na,na,na,na,0,0,0,2,0,0,0,0
Q4G0N4-3,279,90.76827957,high,63.12217195,0.810289809,0.268817204,0.258064516,0.47311828,-3,21.67625025,na,na,na,na,na,0,1,0,4,0,1,0,0
Q9BVC4-3,260,90.76692308,high,79.75460123,0.887470052,0,0.492307692,0.507692308,-6,18.72628249,na,na,na,na,na,0,0,0,4,0,0,0,0
Q12794-2,405,90.76269136,high,93.10344828,0.923271499,0.372839506,0.108641975,0.518518519,0,23.85810322,na,na,na,na,na,0,0,0,0,0,0,0,0
Q9NVD3-4,307,90.76218241,high,67.72009029,0.812287153,0.462540717,0.120521173,0.416938111,11,22.76668069,na,na,na,na,na,0,0,0,5,0,0,0,0
P62847-3,132,90.74878788,high,98.4962406,0.914888653,0.378787879,0.234848485,0.386363636,28,22.07987122,na,na,na,na,na,0,0,0,1,0,0,0,0
P78410-2,311,90.74617363,high,91.91616766,0.727237196,0.31511254,0.38585209,0.29903537,-8,59.6034483,na,na,na,na,na,0,0,0,0,0,0,0,0
Q9BY41-8,146,90.74527397,high,38.72679045,0.660453823,0.493150685,0.061643836,0.445205479,-10,18.61742986,na,na,na,na,na,0,0,0,3,0,0,0,0
Q96G04-2,296,90.73989865,high,89.6969697,0.712642959,0.493243243,0.138513514,0.368243243,-1,22.17701799,na,na,na,na,na,0,0,0,2,0,0,0,0
Q6P6B7-2,304,90.73871711,high,77.92915531,0.860674634,0.523026316,0,0.476973684,2,24.098447,na,na,na,na,na,0,0,0,1,0,0,0,0
Q53F39-2,340,90.73335294,high,85.1010101,0.900584002,0.367647059,0.147058824,0.485294118,1,27.17407359,na,na,na,na,na,0,0,0,0,0,0,0,0
Q02045-2,132,90.73318182,high,76.30057803,0.729646142,0.560606061,0.045454545,0.393939394,-11,19.39461906,na,na,na,na,na,0,0,0,1,0,0,0,0
P00505-2,387,90.72705426,high,90,0.762035609,0.45994832,0.124031008,0.416020672,11,29.03092467,na,na,na,na,na,0,5,1,10,0,0,0,0
O15527-7,356,90.71963483,high,91.29213483,0.936494701,0.539325843,0.103932584,0.356741573,2,21.0944873,na,na,na,na,na,0,0,0,4,0,0,0,4
P22570-2,497,90.71201207,high,98.79275654,0.944302827,0.370221328,0.169014085,0.460764588,6,26.357904,na,na,na,na,na,0,0,0,0,0,0,0,0
Q86WD7-6,337,90.70795252,high,80.81534772,0.89938437,0.275964392,0.347181009,0.376854599,11,23.04619224,na,na,na,na,na,0,0,0,2,0,0,0,0
Q86X83-2,169,90.70295858,high,82.91457286,0.799561861,0.573964497,0.207100592,0.218934911,-4,26.57253909,na,na,na,na,na,0,0,0,0,0,0,0,0
Q86X76-4,312,90.69977564,high,90.36144578,0.911584122,0.301282051,0.198717949,0.5,3,27.59558471,na,na,na,na,na,0,1,0,0,0,0,0,0
Q96G75-2,333,90.69447447,high,84.73282443,0.790016921,0.690690691,0.027027027,0.282282282,-2,31.74841793,na,na,na,na,na,0,0,0,2,0,0,0,0
Q5HYI7-4,248,90.69415323,high,78.91373802,0.886325311,0.60483871,0.072580645,0.322580645,2,18.1840136,na,na,na,na,TRUE,0,0,0,7,0,0,0,0
Q8IUI8-2,438,90.69121005,high,99.09502262,0.639539934,0.319634703,0.278538813,0.401826484,-20,46.15130993,na,na,na,na,na,0,0,0,0,0,0,0,0
O75884-2,173,90.68687861,high,75.62189055,0.898456756,0.341040462,0.196531792,0.462427746,-5,15.55971575,na,na,na,na,na,0,0,0,2,0,0,0,0
O94905-2,152,90.68256579,high,42.18289086,0.64887555,0.467105263,0.289473684,0.243421053,-7,24.91845107,na,na,na,na,TRUE,0,0,0,12,0,0,0,0
Q16401-2,461,90.67982646,high,91.46825397,0.855199027,0.822125813,0,0.177874187,-15,29.19438328,na,na,na,na,na,0,0,0,2,0,0,0,0
Q99572-7,274,90.67383212,high,41.3509061,0.695515238,0.226277372,0.383211679,0.390510949,4,30.89143653,na,na,na,na,na,0,0,0,4,0,0,0,0
Q96NI8-2,333,90.67195195,high,62.12686567,0.743094834,0.396396396,0.21021021,0.393393393,21,40.36172083,na,na,na,na,na,0,0,0,5,0,0,0,0
Q9UNH5-3,383,90.67075718,high,63.8047138,0.756879283,0.446475196,0.130548303,0.422976501,7,28.516175,na,na,na,na,na,1,0,0,17,0,0,0,6
Q96AT9-2,220,90.66909091,high,82.11382114,0.890540466,0.436363636,0.2,0.363636364,-7,17.50325205,na,na,na,na,na,0,0,0,0,0,0,0,0
Q9NXR7-4,376,90.66739362,high,95.03916449,0.961103006,0.375,0.228723404,0.396276596,-11,29.34338731,na,na,na,na,na,4,0,0,3,0,0,0,0
Q6ZMU5-2,269,90.66483271,high,56.39412998,0.467455766,0.617100372,0.100371747,0.282527881,-4,56.08965312,na,na,na,na,na,0,0,0,5,0,0,0,0
Q96DT0-4,266,90.65349624,high,79.16666667,0.5341911,0.033834586,0.552631579,0.413533835,6,21.16227106,na,na,na,na,na,0,0,0,2,0,0,0,0
Q9UIC8-3,279,90.65107527,high,83.53293413,0.534223573,0.548387097,0.143369176,0.308243728,-3,25.85966542,na,na,na,na,na,0,0,0,4,0,0,0,0
P68402-2,155,90.64690323,high,60.26200873,0.78762738,0.470967742,0.135483871,0.393548387,-8,17.34075054,na,na,na,na,na,0,0,0,6,0,0,0,0
Q9NS85-2,253,90.64,high,77.13414634,0.8215892,0.134387352,0.308300395,0.557312253,5,18.93410493,na,na,na,na,na,0,0,0,1,0,0,0,0
P27338-2,411,90.63678832,high,70.94339623,0.814486054,0.379562044,0.194647202,0.425790754,7,25.6514206,na,na,na,na,na,0,2,0,4,0,0,0,0
P04062-5,487,90.6237577,high,90.85820896,0.892379554,0.252566735,0.195071869,0.552361396,7,26.458464,na,na,na,na,na,0,0,0,2,0,0,0,0
O76062-2,391,90.62191816,high,93.54066986,0.959074331,0.657289003,0.020460358,0.322250639,7,21.58230637,na,na,na,na,na,0,0,0,1,0,0,0,0
P10155-2,205,90.62053659,high,36.48148148,0.682516481,0.624390244,0.034146341,0.341463415,8,21.13818049,na,na,na,na,na,0,0,0,23,0,0,0,0
Q9Y6J8-4,217,90.61935484,high,69.32907348,0.686632088,0.433179724,0.110599078,0.456221198,-1,19.66259271,na,na,na,na,na,0,0,0,6,0,0,0,0
Q01344-2,335,90.61874627,high,79.04761905,0.859603986,0.020895522,0.429850746,0.549253731,-6,34.92890963,na,na,na,na,TRUE,0,0,0,0,0,0,0,0
Q86WT6-4,279,90.6144086,high,55.8,0.723340165,0.322580645,0.23297491,0.444444444,-3,32.38685112,na,na,na,na,TRUE,0,0,0,1,0,0,0,0
O43865-2,483,90.61306418,high,91.13207547,0.9329038,0.405797101,0.140786749,0.453416149,7,23.8329056,na,na,na,na,na,0,0,0,6,0,0,0,0
P22310-2,445,90.60698876,high,81.83520599,0.90189354,0.480898876,0.13258427,0.386516854,4,25.09151783,na,na,na,na,na,0,0,0,1,0,0,0,0
Q15257-3,294,90.60309524,high,82.12290503,0.786061766,0.608843537,0,0.391156463,-5,24.01186798,na,na,na,na,na,0,0,0,3,0,0,0,0
O14832-2,238,90.59962185,high,70.41420118,0.834115384,0.239495798,0.201680672,0.558823529,4,17.63901069,na,na,na,na,na,0,0,0,1,0,0,0,0
P56817-5,401,90.59379052,high,76.52859961,0.87227942,0.274314214,0.266832918,0.458852868,-11,29.5485738,na,na,na,na,na,0,0,0,4,0,0,0,1
P09543-2,401,90.59162095,high,95.24940618,0.934617583,0.381546135,0.224438903,0.394014963,8,23.63012227,na,na,na,na,na,0,0,1,5,0,0,0,1
Q8WXK3-2,173,90.59104046,high,61.8705036,0.758570893,0.520231214,0,0.479768786,-9,17.82680726,na,na,na,na,na,0,0,0,2,0,0,0,0
Q9NPH2-2,430,90.57867442,high,77.0609319,0.809369647,0.409302326,0.125581395,0.465116279,-12,25.48099064,na,na,na,na,na,0,0,0,1,0,0,0,0
Q6UW56-2,171,90.56614035,high,74.67248908,0.697107933,0.263157895,0.228070175,0.50877193,-2.22E-16,26.47636874,na,na,na,na,na,0,0,0,1,0,0,0,0
Q11206-5,329,90.56592705,high,98.4984985,0.892791366,0.398176292,0.079027356,0.522796353,16,23.40222294,na,na,na,na,na,0,0,0,0,0,0,0,0
Q9ULV4-2,480,90.56189583,high,98.75,0.881186311,0.1375,0.358333333,0.504166667,1,28.22752634,na,na,na,na,na,0,0,0,0,0,0,0,0
Q14994-5,319,90.56003135,high,87.92134831,0.875107457,0.68338558,0.018808777,0.297805643,12,27.92291557,na,na,na,na,na,0,1,0,0,0,1,0,0
Q9Y5K5-2,316,90.55746835,high,95.74468085,0.953605301,0.515822785,0.123417722,0.360759494,-12,23.6230484,na,na,na,na,na,0,0,0,1,0,0,0,0
Q9H871-2,98,90.54897959,high,24.80818414,0.584664919,0.908163265,0,0.091836735,-3,21.91131071,na,na,na,na,na,0,0,0,11,0,0,0,0
Q8WXQ8-2,351,90.5408547,high,79.81651376,0.88102113,0.398860399,0.150997151,0.45014245,8,25.23287162,na,na,na,na,na,0,0,0,0,0,0,0,0
P53680-2,104,90.53307692,high,73.23943662,0.819697203,0.557692308,0.096153846,0.346153846,-3,14.65020872,na,na,na,na,na,0,0,0,1,0,0,0,0
Q9H867-3,89,90.52168539,high,38.86462882,0.551419653,0.303370787,0.146067416,0.550561798,-2,16.7794199,na,na,na,na,na,0,0,0,3,0,0,0,0
O95965-2,353,90.52104816,high,71.45748988,0.65798184,0.11898017,0.181303116,0.699716714,-20,34.06815568,na,na,na,na,TRUE,0,0,0,0,0,0,0,0
O43174-2,428,90.5142757,high,86.1167002,0.92268571,0.570093458,0.11682243,0.313084112,12,22.01034158,na,na,na,na,na,0,0,0,0,0,0,0,0
Q15833-2,590,90.51383051,high,99.49409781,0.965822769,0.46779661,0.110169492,0.422033898,-1,26.33258286,na,na,na,na,na,0,0,0,0,0,0,0,0
Q9Y2F9-2,461,90.51253796,high,88.31417625,0.88321571,0.394793926,0.190889371,0.414316703,-8,30.37683951,na,na,na,na,na,0,0,0,11,0,0,0,0
Q8WYA6-4,536,90.50591418,high,95.20426288,0.874156659,0.809701493,0,0.190298507,-30,31.41206753,na,na,na,na,na,0,0,1,1,0,0,0,0
Q96T60-2,482,90.50547718,high,90.78694818,0.828540865,0.296680498,0.20746888,0.495850622,8,26.95503985,na,na,na,na,na,0,0,0,1,0,0,0,0
Q96FL8-2,290,90.49503448,high,50.35087719,0.695532123,0.886206897,0,0.113793103,-3,25.40509334,na,na,na,na,na,0,0,0,2,0,0,0,0
Q8N4T4-4,305,90.4862623,high,89.85074627,0.933609528,0.62295082,0.144262295,0.232786885,16,28.31324475,na,na,na,na,na,0,0,0,0,0,0,0,0
Q8IXQ5-2,564,90.48390071,high,92.89340102,0.950739198,0.335106383,0.257092199,0.407801418,-8,32.64985292,na,na,na,na,na,0,0,0,2,0,0,0,0
Q8NFT2-2,454,90.47270925,high,90.83503055,0.931432341,0.634361233,0.074889868,0.290748899,8,32.06594649,na,na,na,na,na,0,0,0,2,0,0,0,0
Q96DB2-2,296,90.47216216,high,85.30259366,0.863848844,0.456081081,0.108108108,0.435810811,7,18.31546212,na,na,na,na,na,0,0,0,1,0,0,0,0
Q13509-2,378,90.46060847,high,84,0.913098495,0.563492063,0.132275132,0.304232804,-17,21.13409181,na,na,na,na,na,0,0,0,6,0,0,0,0
P22307-3,322,90.4557764,high,58.13528336,0.782052055,0.434782609,0.086956522,0.47826087,-7,20.85351997,na,na,TRUE,na,na,0,0,0,28,0,0,0,0
Q96JJ7-2,195,90.45307692,high,42.2907489,0.613902111,0.425641026,0.158974359,0.415384615,-2,26.6760502,na,TRUE,na,na,TRUE,0,0,0,8,0,0,0,0
O60858-2,175,90.44725714,high,42.75184275,0.573817477,0.508571429,0.097142857,0.394285714,1,33.63185892,na,na,na,na,na,0,0,0,10,0,0,0,0
Q5T4B2-2,517,90.4459381,high,86.8907563,0.915764486,0.33655706,0.143133462,0.520309478,-7,27.19244155,na,na,na,na,na,0,0,0,0,0,0,0,0
Q08722-2,292,90.44431507,high,90.40247678,0.923569802,0.5,0.171232877,0.328767123,1,33.60527604,na,na,na,na,na,0,0,0,4,0,0,0,0
P62847-2,130,90.42507692,high,97.7443609,0.977215949,0.407692308,0.238461538,0.353846154,26,21.85937975,na,na,na,na,na,0,0,0,1,0,0,0,0
Q7Z5A7-2,125,90.42416,high,69.93006993,0.803990811,0.32,0.392,0.288,8,24.74556226,na,na,na,na,na,0,0,0,0,0,0,0,0
Q9BW83-2,185,90.42243243,high,99.46236559,0.974338927,0.394594595,0.243243243,0.362162162,-4,16.49931451,na,na,na,na,na,0,0,0,0,0,0,0,0
Q9NW38-2,380,90.42136842,high,98.68421053,0.772634621,0.357894737,0.231578947,0.410526316,-5,31.24541003,na,na,na,na,na,0,0,0,1,0,0,0,1
P04818-2,279,90.41695341,high,89.13738019,0.874719559,0.347670251,0.189964158,0.462365591,0,23.29838639,na,na,na,na,na,0,0,0,5,0,0,0,1
Q9H237-3,455,90.4143956,high,98.48156182,0.984271251,0.749450549,0.017582418,0.232967033,5,23.89300258,na,na,na,na,na,0,0,0,0,0,0,0,0
Q02928-2,355,90.39470423,high,68.40077071,0.804278773,0.726760563,0.036619718,0.236619718,6,27.64488611,na,na,na,na,na,0,0,0,3,0,0,0,0
Q5T5S1-3,194,90.38974227,high,36.32958801,0.382414059,0.907216495,0,0.092783505,4,78.75691496,na,na,na,na,na,0,0,0,1,0,0,0,0
Q9UQB9-2,275,90.38865455,high,88.99676375,0.943043299,0.421818182,0.181818182,0.396363636,10,19.721973,na,na,na,na,na,0,1,0,1,0,1,0,0
P38571-2,343,90.38813411,high,81.09452736,0.857097053,0.448979592,0.116618076,0.434402332,0,19.51023271,na,na,na,na,na,0,0,0,0,0,0,0,0
P62068-3,359,90.38442897,high,96.99453552,0.975045545,0.323119777,0.325905292,0.35097493,-5,22.97316714,na,na,na,na,na,0,0,0,0,0,0,0,0
O76083-7,386,90.38196891,high,65.09274874,0.743674901,0.733160622,0,0.266839378,-9,25.11194525,na,na,na,na,na,0,0,0,7,0,0,0,0
O43731-2,220,90.38186364,high,91.36363636,0.912179801,0.831818182,0,0.168181818,5,19.59809763,na,na,na,na,na,0,0,0,1,0,0,0,0
Q13795-3,154,90.37292208,high,76.61691542,0.841742375,0.415584416,0.220779221,0.363636364,-2,15.79079013,na,na,na,na,na,0,0,0,1,0,0,0,0
Q69YN2-2,242,90.36995868,high,40.03656307,0.665096056,0.409090909,0.173553719,0.417355372,-6,17.79338879,na,na,na,na,na,0,0,0,15,0,0,0,0
P0C024-2,185,90.36308108,high,77.73109244,0.870996797,0.302702703,0.340540541,0.356756757,2,17.61208807,na,na,na,na,na,0,3,0,1,0,0,0,0
P49903-4,324,90.36132716,high,81.8877551,0.905473853,0.407407407,0.160493827,0.432098765,-9,20.57384745,na,na,na,na,na,0,0,0,6,0,0,0,0
Q9BZP6-3,315,90.36120635,high,66.17647059,0.646212109,0.273015873,0.212698413,0.514285714,-2,24.65227007,na,na,na,na,na,0,0,0,1,0,0,0,0
Q13418-3,318,90.36100629,high,70.3539823,0.742832936,0.437106918,0.128930818,0.433962264,13,22.49019767,na,na,na,na,na,0,1,2,3,0,1,0,0
P56937-2,333,90.35735736,high,97.65395894,0.97824306,0.483483483,0.156156156,0.36036036,4,20.08300453,na,na,na,na,na,0,0,0,1,0,0,0,0
P22309-2,444,90.35168919,high,81.8011257,0.893932705,0.486486486,0.132882883,0.380630631,-2,25.15646828,na,na,na,na,na,0,0,0,1,0,0,0,0
Q11206-6,328,90.34765244,high,96.6966967,0.89448795,0.399390244,0.082317073,0.518292683,15,22.85484812,na,na,na,na,na,0,0,0,0,0,0,0,0
Q96HA9-2,171,90.34526316,high,70.95435685,0.843553425,0.766081871,0,0.233918129,5,19.82200049,na,na,na,na,na,0,0,0,2,0,0,0,0
P54819-2,232,90.34392241,high,96.65271967,0.932948545,0.504310345,0.150862069,0.344827586,2,18.48302215,na,na,na,na,na,0,0,1,1,0,0,0,0
Q9H3H3-1,251,90.34179283,high,85.95890411,0.890508481,0.334661355,0.187250996,0.478087649,-5,19.63374095,na,na,na,na,na,0,0,0,4,0,0,0,0
P36537-2,444,90.33448198,high,84.09090909,0.895556338,0.529279279,0.117117117,0.353603604,14,30.92660672,na,na,na,na,na,0,0,0,0,0,0,0,0
P02774-3,493,90.33022312,high,96.14604462,0.97050847,0.720081136,0,0.279918864,-11,26.69139599,na,na,na,na,na,0,0,0,0,0,0,0,0
O00161-2,158,90.32664557,high,74.40758294,0.473525742,0.860759494,0,0.139240506,-12,33.86650787,TRUE,na,na,na,na,0,1,0,11,0,1,0,2
Q9H069-2,457,90.31814004,high,85.27724665,0.887743336,0.610503282,0.039387309,0.350109409,-38,38.16179541,na,na,na,na,na,0,0,0,0,0,0,0,0
Q03154-3,343,90.31623907,high,84.06862745,0.852067004,0.335276968,0.204081633,0.460641399,-9,22.04329769,na,na,na,na,na,0,0,0,2,0,0,0,0
Q96B42-2,127,90.30826772,high,85.31468531,0.933745362,0.858267717,0,0.141732283,6,23.72720883,na,na,na,na,na,0,0,0,0,0,0,0,0
Q9NYS7-3,194,90.30809278,high,48.01980198,0.700517986,0.134020619,0.417525773,0.448453608,4,17.50874451,na,na,na,na,na,0,0,0,0,0,0,0,0
P43250-2,589,90.30674024,high,95.58573854,0.955257642,0.509337861,0.091680815,0.398981324,17,30.09195913,na,na,na,na,na,1,1,0,2,0,0,0,0
P13688-2,417,90.30563549,high,78.8973384,0.852260854,0.035971223,0.470023981,0.494004796,-3,51.83287031,na,na,na,na,na,0,0,0,11,0,0,0,7
P07108-3,88,90.30102273,high,95.45454545,0.97200522,0.715909091,0,0.284090909,-1,13.47301786,na,na,na,na,na,0,0,0,1,0,0,0,0
O15511-2,154,90.29214286,high,97.4025974,0.980199956,0.675324675,0,0.324675325,-1,21.99360536,na,na,na,na,na,0,0,0,0,0,0,0,0
Q9P0N5-3,148,90.29195946,high,96.62162162,0.949259846,0.804054054,0,0.195945946,8,20.79525234,na,na,na,na,na,0,0,0,0,0,0,0,0
P49902-2,532,90.28975564,high,93.93939394,0.957080273,0.419172932,0.118421053,0.462406015,-11,28.78257633,na,na,na,na,na,0,0,2,5,0,0,0,0
Q9H977-4,349,90.28810888,high,95.70200573,0.966539653,0.017191977,0.541547278,0.441260745,-10,20.14770429,na,na,na,na,na,0,0,0,0,0,0,0,0
Q99572-2,364,90.28733516,high,57.33113674,0.790388623,0.260989011,0.381868132,0.357142857,7,35.53620739,na,na,na,na,TRUE,0,0,0,3,0,0,0,0
Q86UY8-2,464,90.28366379,high,84.67153285,0.888661126,0.441810345,0.101293103,0.456896552,0,25.35186851,na,na,na,na,na,0,0,0,0,0,0,0,0
Q9NPH0-2,271,90.28269373,high,61.68224299,0.680174763,0.442804428,0.040590406,0.516605166,2,28.36363613,na,na,na,na,na,0,0,0,2,0,0,0,0
P55735-2,308,90.27685065,high,95.65217391,0.936015226,0.042207792,0.551948052,0.405844156,-12,20.41633242,na,na,na,na,na,0,0,1,0,0,0,0,0
Q9P000-2,156,90.26217949,high,78.78787879,0.634284824,0.544871795,0.205128205,0.25,-1,27.37497478,na,na,na,na,na,0,0,0,1,0,0,0,0
Q8IYX1-2,300,90.26033333,high,89.28571429,0.899119913,0.756666667,0,0.243333333,-4,20.76064956,na,na,na,na,na,0,0,0,0,0,0,0,0
Q8N336-3,326,90.25892638,high,97.60479042,0.960292953,0.733128834,0,0.266871166,9,24.98315644,na,na,na,na,na,0,0,0,0,0,0,0,0
Q8N6M0-2,192,90.25864583,high,65.18771331,0.783659572,0.510416667,0.130208333,0.359375,-10,22.35667079,na,na,na,na,TRUE,0,0,0,6,0,0,0,0
Q9BRX8-2,218,90.25027523,high,95.19650655,0.962103718,0.417431193,0.137614679,0.444954128,9,20.14978099,na,na,na,na,na,0,0,0,0,0,0,0,0
Q9BRQ8-2,336,90.24988095,high,88.56382979,0.672794923,0.330357143,0.226190476,0.443452381,7,25.99679931,na,na,na,na,na,0,0,0,0,0,0,0,0
Q01638-4,211,90.2478673,high,37.41007194,0.637911502,0.071090047,0.502369668,0.426540284,1,29.52760797,na,na,TRUE,na,TRUE,0,1,0,8,0,0,0,0
P07306-2,252,90.23988095,high,86.25429553,0.525611337,0.515873016,0.099206349,0.384920635,-15,45.97778525,na,na,na,na,na,0,0,0,0,0,0,0,0
P78371-2,488,90.23436475,high,91.21495327,0.954599587,0.522540984,0.155737705,0.321721311,-7,29.2614818,na,na,na,na,na,0,0,0,8,0,0,0,1
Q13938-4,189,90.22597884,high,68.72727273,0.824128523,0.624338624,0,0.375661376,-7,19.57245256,na,na,na,na,na,0,0,0,0,0,0,0,0
Q6PHR2-2,214,90.22028037,high,43.97463002,0.717288292,0.327102804,0.214953271,0.457943925,6,18.26744751,na,na,na,na,na,0,0,0,13,0,0,0,0
P07093-3,409,90.21669927,high,96.58536585,0.947434691,0.332518337,0.293398533,0.37408313,12,27.38896615,na,na,na,na,na,0,0,0,0,0,0,0,0
Q9NUU7-2,388,90.21494845,high,79.91631799,0.66735672,0.440721649,0.164948454,0.394329897,6,21.80003981,na,na,na,na,na,0,0,0,9,0,0,0,0
Q96LZ7-4,265,90.21381132,high,62.80193237,0.78113231,0.728301887,0,0.271698113,1,20.79809489,na,na,na,na,na,0,0,0,10,0,0,0,0
Q9H6Q4-2,233,90.20896996,high,48.94957983,0.708641793,0.364806867,0.098712446,0.536480687,-9,20.78633433,na,na,na,na,na,0,0,0,12,0,0,0,0
Q9NZQ9-2,276,90.20826087,high,80,0.608262253,0.503623188,0.054347826,0.442028986,-10,33.84252667,na,na,na,na,na,0,0,0,0,0,0,0,0
Q6JVE9-2,152,90.20427632,high,82.85714286,0.906956871,0.197368421,0.532894737,0.269736842,1,14.90656976,na,na,na,na,na,0,0,0,0,0,0,0,0
Q96EX2-4,192,90.19703125,high,43.24324324,0.704979402,0.598958333,0.046875,0.354166667,3,23.11971639,na,na,na,na,na,0,0,0,4,0,0,0,0
Q8N118-3,444,90.19277027,high,87.22986248,0.919414365,0.560810811,0.105855856,0.333333333,9,22.12093033,na,na,na,na,na,0,0,0,0,0,0,0,0
Q8N999-3,302,90.1844702,high,90.79754601,0.931488195,0.235099338,0.251655629,0.513245033,-5,20.93706816,na,na,na,na,na,0,0,0,2,0,0,0,0
Q5VUJ9-3,133,90.18406015,high,46.8401487,0.553053099,0.609022556,0.045112782,0.345864662,-13,19.74859299,na,na,na,na,na,0,0,0,0,0,0,0,0
Q96DD0-2,339,90.18386431,high,93.58600583,0.968327914,0.377581121,0.109144543,0.513274336,-3,34.58832895,na,na,na,na,na,0,0,0,0,0,0,0,0
P54868-2,466,90.18126609,high,91.73228346,0.864354553,0.454935622,0.111587983,0.433476395,7,24.65931738,na,na,na,na,na,0,2,0,0,0,0,0,0
Q11206-4,339,90.17938053,high,97.93510324,0.97025873,0.401179941,0.076696165,0.522123894,19,22.51060064,na,na,na,na,na,0,0,0,0,0,0,0,0
P43353-2,431,90.17805104,high,92.09401709,0.822998243,0.47099768,0.178654292,0.350348028,3,27.15170825,na,na,na,na,na,0,0,0,1,0,0,0,0
Q96PM5-4,188,90.175,high,66.91449814,0.781559984,0.228723404,0.271276596,0.5,-5,20.48110558,na,na,na,na,na,0,1,0,6,0,0,0,2
P35813-3,455,90.16835165,high,83.95604396,0.90917352,0.461538462,0.178021978,0.36043956,2,34.82905191,na,TRUE,na,TRUE,na,0,0,0,0,0,0,0,0
O75679-2,288,90.1634375,high,90.85173502,0.904781182,0.173611111,0.295138889,0.53125,1,25.73605164,na,na,na,na,na,0,0,0,1,0,0,0,0
Q3B7J2-2,280,90.16189286,high,72.72727273,0.841009036,0.332142857,0.214285714,0.453571429,-1,20.16075404,na,na,na,na,na,0,0,0,3,0,0,0,0
