reference,length,plddt,class,helix,sheet,loop,surface charge,radius of gyration
Q16653,247,84.92684211,confident,0.449392713,0.246963563,0.303643725,6,38.98443222
Q9Y694,548,84.92363139,confident,0.678832117,0.02189781,0.299270073,-3.55E-15,29.08469916
Q15131,360,84.92252778,confident,0.330555556,0.152777778,0.516666667,14,24.52951067
P15151,417,84.91870504,confident,0.12470024,0.42206235,0.45323741,-5,49.20374914
Q8NA56,475,84.89101053,confident,0.778947368,0,0.221052632,-11,35.97547848
Q9NVH1,559,84.88636852,confident,0.327370304,0.402504472,0.270125224,3,35.88173866
P51148,216,84.88282407,confident,0.277777778,0.226851852,0.49537037,4,26.90958942
Q86VW1,577,84.87925477,confident,0.698440208,0.050259965,0.251299827,4,29.68376862
Q8N443,379,84.87488127,confident,0.799472296,0,0.200527704,6,63.4460255
O00238,502,84.87149402,confident,0.364541833,0.157370518,0.478087649,5,33.86658102
Q9NY25,188,84.86159574,confident,0.281914894,0.180851064,0.537234043,8,26.38585356
Q6UWM5,242,84.84995868,confident,0.268595041,0.132231405,0.599173554,5,23.24934786
Q9H4A5,285,84.84284211,confident,0.494736842,0.056140351,0.449122807,-3,27.67196774
Q15041,203,84.83300493,confident,0.906403941,0,0.093596059,7,22.72917566
P52434,150,84.83033333,confident,0.06,0.5,0.44,-12,15.76968324
O14520,342,84.82538012,confident,0.581871345,0,0.418128655,7,29.22884195
P14324,419,84.81792363,confident,0.646778043,0,0.353221957,1,24.42469608
Q8N5B7,392,84.81413265,confident,0.68622449,0,0.31377551,7,28.63407739
Q8IZL9,346,84.81069364,confident,0.358381503,0.150289017,0.49132948,-2,21.38782196
Q9BU64,300,84.80986667,confident,0.556666667,0.163333333,0.28,-5.11E-15,31.30303468
Q68CQ7,371,84.80142857,confident,0.39083558,0.094339623,0.514824798,12,24.24668812
O75688,479,84.7973904,confident,0.388308977,0.146137787,0.465553236,-26,30.29035819
Q9UJW0,460,84.77978261,confident,0.156521739,0.282608696,0.560869565,-1.78E-15,36.44760281
Q8NBU5,361,84.77623269,confident,0.592797784,0.072022161,0.335180055,-1.33E-15,30.21363395
Q16623,288,84.76760417,confident,0.875,0,0.125,-12,36.7490119
Q08AI8,447,84.76364653,confident,0.492170022,0.109619687,0.398210291,-6,25.38550329
Q8N6Q1,288,84.76013889,confident,0.888888889,0,0.111111111,-4,44.18587819
Q2QL34,196,84.75760204,confident,0.836734694,0,0.163265306,10,19.10203477
Q7Z2H8,476,84.74865546,confident,0.718487395,0,0.281512605,1,25.80256436
Q9Y226,551,84.74671506,confident,0.691470054,0.010889292,0.297640653,3,29.43593151
Q8N815,330,84.74642424,confident,0.718181818,0,0.281818182,-1,23.51413083
Q2VIR3,472,84.73822034,confident,0.188559322,0.353813559,0.457627119,8,23.48238087
Q9P000,198,84.7320202,confident,0.601010101,0.166666667,0.232323232,-3,26.31379574
Q96BR1,496,84.73094758,confident,0.372983871,0.153225806,0.473790323,-1,25.92903651
Q9H0R3,208,84.72091346,confident,0.331730769,0.134615385,0.533653846,-2,27.8002931
P51572,246,84.7198374,confident,0.906504065,0,0.093495935,3,41.17239728
P13726,295,84.71942373,confident,0.2,0.254237288,0.545762712,-3.11E-15,46.0380923
Q32NB8,556,84.7142446,confident,0.458633094,0.169064748,0.372302158,13,25.75635589
O75679,317,84.71309148,confident,0.138801262,0.252365931,0.608832808,2,25.90830777
Q8NER5,493,84.70764706,confident,0.407707911,0.1663286,0.425963489,9,33.13491686
Q495N2,470,84.70259574,confident,0.717021277,0,0.282978723,-6,27.32172349
Q9HCU8,107,84.70028037,confident,0.420560748,0,0.579439252,-1,21.80258645
P30626,198,84.69292929,confident,0.525252525,0,0.474747475,-1,21.16794401
Q9UMX3,212,84.69127358,confident,0.778301887,0,0.221698113,6,23.18274487
Q13098,491,84.68503055,confident,0.66191446,0.024439919,0.313645621,-5,32.77087292
P27105,288,84.67864583,confident,0.538194444,0.194444444,0.267361111,1,40.64908377
Q9UIY3,292,84.6725,confident,0.393835616,0.20890411,0.397260274,-5,22.08293253
Q9HC21,320,84.66203125,confident,0.759375,0,0.240625,15,22.46964602
Q9BZZ5,524,84.65931298,confident,0.608778626,0,0.391221374,3,33.53187296
O00182,355,84.65509859,confident,0.025352113,0.422535211,0.552112676,8,24.73424871
O00142,265,84.6510566,confident,0.490566038,0.098113208,0.411320755,6,23.52232457
P28289,359,84.64576602,confident,0.479108635,0.04178273,0.479108635,-12,33.10259419
Q6ISS4,152,84.64513158,confident,0.138157895,0.289473684,0.572368421,-6,33.45258525
P46736,316,84.64506329,confident,0.408227848,0.221518987,0.370253165,-12,27.20904248
Q96KB5,322,84.64214286,confident,0.369565217,0.136645963,0.49378882,-14,23.88118402
P61266,288,84.63618056,confident,0.878472222,0,0.121527778,-12,36.55056768
Q3KNV8,242,84.62892562,confident,0.276859504,0.148760331,0.574380165,5,25.05358352
Q9HCJ1,492,84.62363821,confident,0.831300813,0,0.168699187,5,28.14764506
O00154,380,84.62352632,confident,0.271052632,0.289473684,0.439473684,10,24.36790541
Q8N2K0,398,84.61839196,confident,0.444723618,0.113065327,0.442211055,9,31.89857502
Q14654,390,84.61317949,confident,0.325641026,0.21025641,0.464102564,3,39.1722912
Q8NBT0,407,84.60481572,confident,0.127764128,0.390663391,0.481572482,-2.22E-15,28.18685054
P09919,207,84.6005314,confident,0.661835749,0,0.338164251,-4,25.0039537
Q9BW91,350,84.59891429,confident,0.154285714,0.137142857,0.708571429,6,24.97117831
O43502,376,84.59204787,confident,0.412234043,0.170212766,0.417553191,-1.78E-15,25.70032275
P52757,468,84.58666667,confident,0.455128205,0.068376068,0.476495726,1,31.70854449
Q9H1K1,167,84.57982036,confident,0.365269461,0.155688623,0.479041916,10,32.51290709
P55212,293,84.56959044,confident,0.245733788,0.160409556,0.593856655,-1,22.69758398
Q6P461,480,84.56760417,confident,0.329166667,0.214583333,0.45625,10,23.12075435
P23510,183,84.56060109,confident,0.180327869,0.306010929,0.513661202,1,39.00165052
P01871,453,84.55896247,confident,0.088300221,0.408388521,0.503311258,-3,40.34063587
Q9UKR8,245,84.5564898,confident,0.783673469,0,0.216326531,6,25.48759701
Q96HS1,289,84.54955017,confident,0.30449827,0.131487889,0.564013841,4,23.79533293
Q8N9S9,440,84.53331818,confident,0.368181818,0.272727273,0.359090909,2,24.92510996
P40337,213,84.53075117,confident,0.211267606,0.20657277,0.582159624,-17,26.39222303
P62820,205,84.52258537,confident,0.331707317,0.224390244,0.443902439,-1.78E-15,17.65236123
B6A8C7,271,84.51642066,confident,0.191881919,0.295202952,0.512915129,5,29.03430959
Q7RTP0,329,84.51516717,confident,0.869300912,0,0.130699088,7,21.10000297
Q8IZM9,456,84.48515351,confident,0.699561404,0,0.300438596,3,24.94204584
Q8NCC5,494,84.48202429,confident,0.781376518,0,0.218623482,-6,26.21032261
Q7Z5A7,132,84.48174242,confident,0.212121212,0.371212121,0.416666667,8,28.4429568
Q8WY98,164,84.48079268,confident,0.87804878,0,0.12195122,3,26.45127578
Q3B8N2,356,84.47075843,confident,0.016853933,0.424157303,0.558988764,12,25.18557098
P21128,410,84.46458537,confident,0.317073171,0.124390244,0.558536585,-12,27.40374495
Q9UNS2,423,84.46423168,confident,0.73286052,0.028368794,0.238770686,-4,28.96993251
Q9BYM8,510,84.45907843,confident,0.341176471,0.156862745,0.501960784,-10,43.30396866
P78539,464,84.45872845,confident,0.13362069,0.297413793,0.568965517,15,62.00636336
P80217,286,84.44685315,confident,0.269230769,0.370629371,0.36013986,-5,32.39537383
Q13454,348,84.44603448,confident,0.586206897,0.074712644,0.33908046,21,40.56224701
Q9HAW0,419,84.4322673,confident,0.551312649,0.026252983,0.422434368,3,36.79371227
Q5HYI7,312,84.41362179,confident,0.608974359,0.051282051,0.33974359,2,29.64202586
Q16270,282,84.41237589,confident,0.081560284,0.35106383,0.567375887,5,37.064428
Q6ZMD2,512,84.40976563,confident,0.76953125,0,0.23046875,4,28.34456213
O60678,531,84.40549906,confident,0.370998117,0.197740113,0.43126177,-20,33.09988819
Q9BXM9,530,84.40501887,confident,0.313207547,0.21509434,0.471698113,-6,49.54275806
O00241,398,84.39816583,confident,0.123115578,0.394472362,0.48241206,-5,54.10633001
Q9BZX4,212,84.39811321,confident,0.594339623,0.056603774,0.349056604,-7,24.70045639
Q9Y3B3,224,84.39620536,confident,0.352678571,0.28125,0.366071429,-1,36.63465989
Q99418,400,84.3887,confident,0.535,0.125,0.34,-7,38.06650045
O14530,226,84.3799115,confident,0.526548673,0.115044248,0.35840708,-8,29.39109342
Q9H0V9,348,84.37557471,confident,0.126436782,0.284482759,0.58908046,8,37.17984646
P51809,220,84.36822727,confident,0.463636364,0.181818182,0.354545455,5,25.21379632
Q8WU39,189,84.34798942,confident,0.423280423,0.052910053,0.523809524,-5,27.39715388
O43678,99,84.34535354,confident,0.373737374,0.262626263,0.363636364,5,14.26970107
Q9ULP0,352,84.33806818,confident,0.377840909,0.127840909,0.494318182,-5,24.03027577
Q9BUK0,85,84.33741176,confident,0.694117647,0,0.305882353,4,14.69067915
P30968,328,84.33335366,confident,0.74695122,0.042682927,0.210365854,19,24.23785361
P14314,528,84.32867424,confident,0.376893939,0.130681818,0.492424242,-61,52.43369783
Q8TED4,501,84.32451098,confident,0.750499002,0,0.249500998,-1,27.01753671
Q86TD4,473,84.31192389,confident,0.539112051,0.086680761,0.374207188,1,27.63766226
O95630,424,84.31099057,confident,0.495283019,0.146226415,0.358490566,-9,44.30923575
O95995,478,84.30564854,confident,0.841004184,0,0.158995816,1,89.10075682
Q6UWN0,246,84.30126016,confident,0.142276423,0.361788618,0.495934959,8,29.88984445
Q13362,524,84.2919084,confident,0.698473282,0,0.301526718,-2,32.5767311
Q6A555,127,84.28433071,confident,0.354330709,0.173228346,0.472440945,10,14.36363111
P36897,503,84.2804175,confident,0.351888668,0.166998012,0.48111332,4,39.05099039
Q02045,173,84.27277457,confident,0.595375723,0.034682081,0.369942197,-7,22.31042776
Q9H6A0,471,84.2695966,confident,0.445859873,0.210191083,0.343949045,1,24.59878856
Q9HBU6,452,84.2640708,confident,0.462389381,0.090707965,0.446902655,-4,27.87261989
Q5ZPR3,534,84.24007491,confident,0.112359551,0.411985019,0.475655431,-20,48.22833103
Q9Y6P5,492,84.23697154,confident,0.603658537,0,0.396341463,-19,24.27537941
Q7KYR7,527,84.22922201,confident,0.216318786,0.337760911,0.445920304,-6,45.41939499
Q96A37,237,84.22860759,confident,0.371308017,0.088607595,0.540084388,5,24.91814214
Q6NZ63,245,84.21942857,confident,0.718367347,0,0.281632653,3,30.31921909
Q9NQ48,299,84.21899666,confident,0.852842809,0,0.147157191,-10,77.46368104
O15260,269,84.21680297,confident,0.847583643,0,0.152416357,1,20.40021452
P17342,541,84.21327172,confident,0.436229205,0.166358595,0.3974122,-6,31.11119736
O00445,386,84.2076943,confident,0.227979275,0.31865285,0.453367876,14,37.55577739
Q8TAM2,541,84.20617375,confident,0.634011091,0,0.365988909,-7,28.4295427
Q9H2V7,528,84.20528409,confident,0.757575758,0.022727273,0.21969697,3,27.2901473
Q9UNL2,185,84.20443243,confident,0.854054054,0,0.145945946,8,22.77505272
A6NLP5,189,84.20396825,confident,0.777777778,0,0.222222222,-4,21.49972296
P48307,235,84.19570213,confident,0.178723404,0.191489362,0.629787234,11,29.24244856
Q9UQ53,548,84.19448905,confident,0.405109489,0.186131387,0.408759124,2,35.07020608
Q8WW22,397,84.19309824,confident,0.244332494,0.261964736,0.493702771,1,39.43007636
Q9Y230,463,84.18941685,confident,0.377969762,0.213822894,0.408207343,-6,29.23678329
P40933,162,84.1854321,confident,0.679012346,0,0.320987654,-9,22.7444263
P51159,221,84.18352941,confident,0.34841629,0.20361991,0.447963801,-5,24.50029829
Q9ULP9,559,84.18313059,confident,0.46332737,0.103756708,0.432915921,7,26.07413394
Q5R3K3,315,84.18038095,confident,0.714285714,0,0.285714286,9,27.73081282
Q96DX4,576,84.17677083,confident,0.399305556,0.116319444,0.484375,-11,28.73005662
P23416,452,84.17028761,confident,0.42920354,0.216814159,0.353982301,11,46.03650991
Q8WXU2,420,84.17021429,confident,0.588095238,0.095238095,0.316666667,9,47.77030342
Q8TDD5,553,84.16996383,confident,0.564195298,0.108499096,0.327305606,-6,37.22979703
P78356,416,84.16430288,confident,0.358173077,0.153846154,0.487980769,2,29.16502697
O95219,450,84.16164444,confident,0.651111111,0.08,0.268888889,-8,32.64697631
O95249,250,84.14968,confident,0.924,0,0.076,7,46.80443715
P23415,457,84.14923414,confident,0.411378556,0.214442013,0.374179431,9,48.82791088
O75311,464,84.14396552,confident,0.443965517,0.213362069,0.342672414,6,53.00381051
Q8WUF8,416,84.13901442,confident,0.478365385,0.141826923,0.379807692,-10,29.53477097
Q6ZQY2,392,84.12056122,confident,0.420918367,0.084183673,0.494897959,-13,28.58313212
Q49AN0,593,84.11244519,confident,0.451939292,0.047217538,0.50084317,12,28.51248402
Q8N697,577,84.10417678,confident,0.757365685,0.017331023,0.225303293,16,28.55985371
Q9H169,189,84.09740741,confident,0.62962963,0.079365079,0.291005291,-4,63.81853564
Q8TAV4,291,84.09718213,confident,0.508591065,0.192439863,0.298969072,4,43.40416467
Q9NYK5,338,84.0954142,confident,0.381656805,0.224852071,0.393491124,2,25.24305835
Q14542,456,84.09309211,confident,0.760964912,0,0.239035088,-4,26.9447339
Q9Y2Z9,468,84.08876068,confident,0.373931624,0.241452991,0.384615385,-2.11E-15,26.8499781
Q6UXG8,535,84.0866729,confident,0.190654206,0.353271028,0.456074766,-7,75.16866004
Q96MG8,357,84.08557423,confident,0.383753501,0.156862745,0.459383754,-8,23.56272267
P57077,142,84.08443662,confident,0.64084507,0,0.35915493,-10,46.83271267
Q5JR12,505,84.06071287,confident,0.277227723,0.166336634,0.556435644,3,26.79799965
Q495M3,483,84.05207039,confident,0.741200828,0,0.258799172,6,27.06443725
Q96Q80,235,84.05029787,confident,0.672340426,0.038297872,0.289361702,3,21.55014822
Q9UQB9,309,84.04401294,confident,0.375404531,0.15210356,0.472491909,11,21.11462462
Q8N126,398,84.03796482,confident,0.123115578,0.374371859,0.502512563,-8,55.86987484
Q14002,265,84.03788679,confident,0.033962264,0.350943396,0.61509434,-5,43.56897311
Q92633,364,84.01835165,confident,0.656593407,0,0.343406593,9,31.25561608
Q9NZR1,351,84.01552707,confident,0.495726496,0.042735043,0.461538462,-9,33.98604954
Q9HCM9,518,84.01544402,confident,0.430501931,0.173745174,0.395752896,3,62.30866244
Q9Y371,365,84.01246575,confident,0.621917808,0.073972603,0.304109589,-4,36.44379129
P32121,409,84.00180929,confident,0.058679707,0.405867971,0.535452323,1,27.64876033
Q8TBF5,258,84.00120155,confident,0.186046512,0.294573643,0.519379845,-5,31.16817337
A4D1S5,217,83.98723502,confident,0.373271889,0.216589862,0.410138249,-1,19.92979577
O14645,258,83.98573643,confident,0.627906977,0.03875969,0.333333333,4,54.04209687
Q96CM3,377,83.97872679,confident,0.302387268,0.201591512,0.49602122,22,31.87744752
Q6UXL0,311,83.97135048,confident,0.266881029,0.231511254,0.501607717,-12,55.04537924
Q5QGZ9,265,83.96566038,confident,0.433962264,0.094339623,0.471698113,7,48.84454367
Q9BV47,211,83.96052133,confident,0.412322275,0.109004739,0.478672986,8,20.82931903
P00973,400,83.95805,confident,0.4425,0.09,0.4675,9,23.03165966
Q9Y282,383,83.94872063,confident,0.292428198,0.318537859,0.389033943,-11,35.95844873
Q9NZU5,365,83.9350137,confident,0.260273973,0.128767123,0.610958904,8,26.51443985
O43557,240,83.93,confident,0.233333333,0.308333333,0.458333333,5,39.10186234
O00624,439,83.9191344,confident,0.785876993,0,0.214123007,6,24.22614933
Q8NCU1,143,83.91272727,confident,0.797202797,0,0.202797203,-2,59.59651735
Q9UHQ1,456,83.91030702,confident,0.429824561,0.096491228,0.473684211,-4.33E-15,23.62275627
Q96L92,541,83.90831793,confident,0.323475046,0.242144177,0.434380776,-6,34.53847632
O76036,304,83.90421053,confident,0.269736842,0.322368421,0.407894737,1,35.32955865
Q49AR2,442,83.89757919,confident,0.393665158,0.128959276,0.477375566,-29,28.38322719
Q8NHY0,566,83.87855124,confident,0.279151943,0.180212014,0.540636042,13,33.7800658
P27930,398,83.87798995,confident,0.135678392,0.379396985,0.484924623,5,48.45793647
P28062,276,83.87264493,confident,0.329710145,0.253623188,0.416666667,2,21.73063074
Q01344,420,83.8715,confident,0.088095238,0.34047619,0.571428571,-11,52.08291914
Q8TB92,370,83.87110811,confident,0.4,0.081081081,0.518918919,2,23.25290176
Q9Y2C5,497,83.86915493,confident,0.790744467,0,0.209255533,-2.66E-15,26.73378428
Q96SL1,478,83.86778243,confident,0.759414226,0,0.240585774,6,24.26071703
P08493,103,83.86601942,confident,0.805825243,0,0.194174757,8,24.23975704
Q8WV74,236,83.86059322,confident,0.266949153,0.279661017,0.453389831,4,19.32187746
Q9C019,465,83.85346237,confident,0.356989247,0.189247312,0.453763441,-15,50.68369449
P80303,420,83.82821429,confident,0.673809524,0,0.326190476,-29,36.37927294
Q9NXF8,308,83.8249026,confident,0.516233766,0.055194805,0.428571429,5,26.19971929
Q9NVC3,462,83.80857143,confident,0.744588745,0,0.255411255,-6,24.14496164
Q9NWF4,448,83.80549107,confident,0.6875,0.026785714,0.285714286,-5,24.97060291
Q13363,440,83.80190909,confident,0.311363636,0.102272727,0.586363636,-3,32.01335954
P60880,206,83.78631068,confident,0.752427184,0,0.247572816,-14,34.14585418
Q8NBI6,393,83.78399491,confident,0.470737913,0.117048346,0.41221374,6,27.63519589
P06239,509,83.7802554,confident,0.271119843,0.200392927,0.52848723,-17,29.64923618
Q9P016,225,83.77835556,confident,0.217777778,0.168888889,0.613333333,10,23.90797529
Q9NRA2,495,83.77575758,confident,0.737373737,0,0.262626263,6,25.71262925
O00458,451,83.76915743,confident,0.627494457,0.022172949,0.350332594,-1,28.23667791
Q15008,389,83.74992288,confident,0.763496144,0.030848329,0.205655527,-9,26.08048816
P18577,417,83.74894484,confident,0.745803357,0.014388489,0.239808153,13,21.98044394
Q8TF66,581,83.74697074,confident,0.134251291,0.104991394,0.760757315,-6,34.65366449
P30419,496,83.7465121,confident,0.27016129,0.205645161,0.524193548,6,29.70117196
Q69YN2,538,83.74553903,confident,0.26394052,0.176579926,0.559479554,2,28.04514519
Q8NHH9,583,83.73389365,confident,0.521440823,0.104631218,0.373927959,-19,43.59169619
Q0VAA2,488,83.73211066,confident,0.411885246,0.079918033,0.508196721,-14,32.2079137
O75019,489,83.72871166,confident,0.100204499,0.36196319,0.537832311,2,36.89748288
O95299,355,83.72380282,confident,0.526760563,0.070422535,0.402816901,7,25.19060843
Q6P087,351,83.71259259,confident,0.239316239,0.250712251,0.50997151,18,23.02186311
Q15628,312,83.71028846,confident,0.5,0.134615385,0.365384615,-2,24.85584734
Q9UP65,541,83.7092976,confident,0.543438078,0.114602588,0.341959335,1,26.28992713
Q6PF05,361,83.70584488,confident,0.706371191,0,0.293628809,1,29.0047015
P78348,528,83.70511364,confident,0.340909091,0.164772727,0.494318182,-13,43.09442337
Q9BQI0,150,83.699,confident,0.573333333,0,0.426666667,1,18.37533015
P11473,427,83.69822014,confident,0.526932084,0.016393443,0.456674473,-3,37.58177284
O15244,555,83.69513514,confident,0.736936937,0.010810811,0.252252252,8,29.16117408
